day,pm25,pm10,so2,o3,no2,co
2020-01-07,19.6,7.7,2e-4,0.015,0.007,NA
2020-01-08,15.4,34.9,NA,NA,NA,NA
2020-01-10,15.1,69.9,8e-5,0.036,0.006,NA
2020-01-11,11.4,13.7,2.7e-4,0.016,0.002,0.01
2020-01-12,2.4,8.8,1e-4,0.016,0.001,0.05
2020-01-13,6.7,54.4,4.6e-4,0.018,0.01,0.49
2020-01-14,236,240.6,4.6e-4,0.046,0.03,NA
2020-01-15,141.6,192.9,8.5e-4,0.058,0.01,0.97
2020-01-16,21,10.9,NA,NA,NA,NA
2020-01-17,5.2,22.2,NA,NA,NA,NA
2020-01-18,3.2,21,2.4e-4,0.016,0.007,0.18
2020-01-19,12.7,31.1,NA,0.029,0.004,0.18
2020-01-20,6.9,15.5,NA,0.015,0.008,0.14
2020-01-21,8.5,21.9,3.7e-4,0.016,0.008,0.04
2020-01-22,3.9,24.4,2.9e-4,0.04,0.005,0.09
2020-01-23,3.1,10,3.1e-4,0.011,0.009,0.12
2020-01-24,5.8,21.6,NA,0.017,0.003,0.05
2020-01-25,3.9,10.9,NA,0.018,0.005,NA
2020-01-26,5.8,23.6,0.001,0.015,0.005,0.1
2020-01-27,3.2,14.2,NA,0.018,0.005,0.08
2020-01-28,5.7,25.3,4.8e-4,0.014,0.008,0.09
2020-01-29,4.6,20,3.1e-4,0.015,0.006,0.09
2020-01-30,0,30.7,NA,0.028,0.013,0.04
2020-01-31,5,44.9,NA,0.054,0.01,0.13
NA,23.579266917293232,36.555179584120985,4.4282467532467533e-4,0.024177142857142845,0.007717479674796747,0.175822454308094
2020-02-02,7.5,7.6,NA,0.019,0.002,0.01
2020-02-03,4,16.8,NA,0.016,0.003,0.04
2020-02-04,5.4,19.4,7e-5,0.015,0.003,0.04
2020-02-05,6.1,20.5,0.002,0.013,0.006,0.07
2020-02-06,12.5,38.8,0.001,0.013,0.013,0.19
2020-02-07,37.9,70.8,3.7e-4,0.006,0.021,0.26
2020-02-09,4.9,15.7,2.4e-4,0.02,0.002,0.12
2020-02-10,4.4,6.2,2.2e-4,0.01,0.005,0.13
2020-02-11,7,8.9,NA,NA,NA,NA
2020-02-12,4.1,16.6,3.8e-4,0.005,0.011,0.17
2020-02-13,0,5.9,4e-4,0.011,0.007,0.13
2020-02-14,6,19.8,3.4e-4,0.017,0.008,0.14
2020-02-15,2.5,5,2.8e-4,0.011,0.005,0.05
2020-02-16,0.72,4.9,1.2e-4,0.015,0.002,0.05
2020-02-17,6.1,15.9,1.6e-4,0.01,0.009,0.16
2020-02-18,5.6,26.6,7.9e-4,0.002,0.022,0.26
2020-02-19,4.1,13,5.5e-4,0.016,0.005,0.08
2020-02-20,7.4,16.4,5e-5,0.014,0.005,0.05
2020-02-21,4.9,4.4,4.1e-4,0.01,0.006,0.1
2020-02-22,0,11.3,8.3e-4,0.014,0.004,0.04
2020-02-23,0,21.3,7.1e-4,0.015,0.006,0.09
2020-02-24,11.1,16.8,6.5e-4,0.012,0.01,0.16
2020-02-25,7.9,21.2,4e-4,0.008,0.016,0.16
2020-02-26,3,16.9,3e-4,0.013,0.007,0.06
2020-02-27,4.6,19.2,3.2e-4,0.012,0.007,0.07
2020-02-28,5.2,7.4,0.001,0.011,0.008,0.08
2020-02-29,4.3,13.1,8.7e-4,0.008,0.009,0.07
NA,6.31668863261944,15.053476112026358,3.496030245746692e-4,0.0142390625,0.006775625000000004,0.09738515901060071
2020-03-02,NA,NA,1.7e-4,0.022,0.003,0
2020-03-03,2.5,6,8e-5,0.017,0.003,0.06
2020-03-04,0.95,21,6.6e-4,0.005,0.013,0.18
2020-03-05,6.1,9.4,5.4e-4,0.002,0.015,0.16
2020-03-06,NA,15.9,1.1e-4,0.019,0.004,0.04
2020-03-07,NA,16.7,2.1e-4,0.015,0.002,0.07
2020-03-08,NA,0,9e-5,0.014,0.002,0.06
2020-03-10,0,14.5,0.002,0.006,0.016,0.21
2020-03-11,6.1,20.6,NA,NA,NA,NA
2020-03-12,4.7,20.9,2.8e-4,0.027,0.005,0.04
2020-03-13,0,35,2.4e-4,0.022,0.008,0.06
2020-03-14,2,20.7,4e-5,0.02,0.003,0.05
2020-03-15,3.6,8.3,1.3e-4,0.015,0.002,0.03
2020-03-16,0,12.1,9.6e-4,0.004,0.014,0.24
2020-03-17,NA,15.4,0,0.016,0.005,0
2020-03-18,1.5,43.5,8e-5,0.022,0.007,0.05
2020-03-19,4.3,17.3,4.7e-4,0.015,0.009,0.06
2020-03-20,0,NA,1.2e-4,0.02,0.003,0.03
2020-03-21,5.8,29.2,1e-5,0.019,0.005,0.06
2020-03-22,2.3,8.9,3.9e-4,0.011,0.006,0.05
2020-03-23,3.4,17,2.4e-4,0.008,0.013,0.15
2020-03-24,1.9,18.3,0.001,0.004,0.014,0.18
2020-03-25,2,11.9,4e-5,0.017,0.006,0.06
2020-03-26,5.3,15,2.2e-4,0.013,0.006,0.04
2020-03-27,9.6,29.5,2.6e-4,0.008,0.009,0.16
2020-03-28,18.5,28.3,1.5e-4,0.022,0.003,0.04
2020-03-29,0,26.3,1.2e-4,0.027,0.002,0.1
2020-03-30,13.2,18.2,2.1e-4,0.015,0.007,0.03
2020-03-31,0,15.3,6.1e-4,0.011,0.011,0.13
NA,5.562137809187279,16.708178913738017,2.4055105348460293e-4,0.015804992,0.007098525121555916,0.08217179902755267
2020-04-02,5.5,15,1.9e-4,0.007,0.017,0.18
2020-04-03,0,13.1,NA,NA,NA,NA
2020-04-04,4.6,7,3e-5,0.018,0.003,0.02
2020-04-05,0,11.4,1e-4,0.017,0.002,0.07
2020-04-06,0,19.6,0.002,0.007,0.015,0.09
2020-04-07,4.9,10.2,NA,0.01,0.012,NA
2020-04-09,6,20.8,NA,NA,NA,NA
2020-04-10,2.8,6.2,NA,0.018,0.003,NA
2020-04-11,10.9,28.9,NA,0.021,0.003,NA
2020-04-12,5.2,11.3,NA,0.018,0.004,NA
2020-04-13,1.3,8.2,NA,0.019,0.006,NA
2020-04-14,6.3,16.9,NA,0.018,0.007,NA
2020-04-15,11.5,28.2,2.4e-4,0.022,0.011,0.24
2020-04-16,7.3,31.9,0.001,0.006,0.022,0.06
2020-04-17,0,16.2,1.6e-4,0.018,0.005,0.16
2020-04-18,0.52,13.6,3.2e-4,0.019,0.004,0.15
2020-04-19,6.4,12.5,4.6e-4,0.009,0.006,0.23
2020-04-20,7.1,19.4,4e-5,0.016,0.005,0.14
2020-04-21,0,31.4,3.6e-4,0.003,0.015,0.33
2020-04-22,7.7,24,3.4e-4,0.011,0.01,0.17
2020-04-23,10.1,25.4,0,0.012,0.01,0.18
2020-04-24,9.1,11.9,2.1e-4,0.016,0.005,0.15
2020-04-26,4.8,9.3,2.6e-4,0.016,0.003,0.19
2020-04-27,2.5,28.9,3.3e-4,0.002,0.014,0.38
2020-04-28,0,29.8,5.6e-4,0.004,0.018,0.37
2020-04-29,2.2,11.1,9e-5,0.017,0.006,0.21
2020-04-30,4.7,15.6,1.3e-4,0.005,0.019,0.26
NA,7.294788494077833,16.225979729729733,2.98406862745098e-4,0.015449336917562718,0.007661870503597125,0.18639705882352947
2020-05-02,1.4,10.6,1.9e-4,0.023,0.004,0.13
2020-05-03,9.9,31.4,0.002,0.013,0.01,0.15
2020-05-04,0,16.8,0.004,0.003,0.026,0.25
2020-05-05,0.46,11.4,3.9e-4,0.005,0.011,0.25
2020-05-06,2.8,15.6,6.3e-4,0.012,0.012,0.24
2020-05-07,1.8,16.7,2.4e-4,0.019,0.008,0.17
2020-05-09,7.2,12.3,4e-4,0.018,0.007,0.17
2020-05-10,1.5,15.6,3.4e-4,0.021,0.004,0.13
2020-05-11,0,16.7,4.3e-4,0.007,0.016,0.24
2020-05-12,2.6,13,3e-4,0.016,0.006,0.17
2020-05-16,8.9,25.9,2.3e-4,0.002,0.011,0.49
2020-05-17,17.4,21,1.5e-4,0.004,0.006,0.43
2020-05-18,48.2,47.3,5.2e-4,0.003,0.012,0.51
2020-05-19,4.4,10.1,2.3e-4,0.013,0.01,0.19
2020-05-20,2.3,0.23,1.6e-4,0.012,0.012,0.23
2020-05-21,3.1,10,0,0.005,0.022,0.24
2020-05-22,4.8,21.5,0.002,0.003,0.025,0.42
2020-05-23,0,10.1,8e-5,0.01,0.013,0.21
2020-05-24,2.8,11.1,2.4e-4,0.028,0.003,0.13
2020-05-25,0,31.7,7e-4,0.002,0.025,0.36
2020-05-26,7.5,19.4,5.1e-4,0.001,0.012,0.36
2020-05-27,7.7,38.2,0.001,4.4e-4,0.017,0.76
2020-05-28,7.6,26.1,1.6e-4,0.006,0.013,0.24
2020-05-29,3.2,29.5,4.3e-4,0.004,0.012,0.31
2020-05-30,2.9,8.7,0,0.011,0.01,0.2
NA,10.31670731707317,15.89060975609756,3.949726775956285e-4,0.012773588342440792,0.009358834244080145,0.31671532846715333
2020-06-02,1.4,13.7,2.5e-4,0.008,0.017,0.24
2020-06-03,6.4,17.2,6e-5,0.02,0.01,0.11
2020-06-04,5.1,20.7,9.4e-4,0.006,0.023,0.26
2020-06-05,NA,13.5,2.9e-4,0.001,0.011,0.46
2020-06-06,8.7,11.8,9e-5,0.001,0.011,0.42
2020-06-08,11.3,13.7,5.4e-4,0.002,0.011,0.43
2020-06-09,8.6,10.2,4.1e-4,0.002,0.01,0.35
2020-06-10,10.8,NA,7.1e-4,5.3e-4,0.015,0.68
2020-06-11,10.1,NA,0,4.5e-4,0.011,0.55
2020-06-12,14.8,NA,7.2e-4,9.8e-4,0.011,0.46
2020-06-13,3.3,NA,1.9e-4,0.015,0.008,0.21
2020-06-14,8.3,NA,1.1e-4,0.019,0.007,0.18
2020-06-15,1.1,NA,3.9e-4,0.012,0.01,0.14
2020-06-16,3.9,NA,2e-4,0.014,0.009,0.19
2020-06-17,2.2,23.9,6.8e-4,0.006,0.019,0.37
2020-06-18,8.3,19,0,7e-4,0.01,0.59
2020-06-19,4.7,17.8,5e-4,0.01,0.012,0.31
2020-06-20,4.8,5.9,2.6e-4,0.016,0.006,0.21
2020-06-23,4.6,10.8,7.7e-4,0.002,0.017,0.3
2020-06-24,5.2,18.1,9.4e-4,0.002,0.017,0.26
2020-06-25,1.9,11.7,0,0.008,0.013,0.21
2020-06-26,5,25,4.3e-4,8.3e-4,0.019,0.64
2020-06-27,20.4,25.3,5e-4,9.9e-4,0.018,0.68
2020-06-28,13.7,14.6,3.5e-4,0.002,0.005,0.42
2020-06-29,13.2,16.8,3.6e-4,0.001,0.007,0.41
2020-06-30,11.5,20.5,0.001,0.009,0.018,0.42
NA,13.857717996289425,18.29535452322738,3.952190476190477e-4,0.009551673003802278,0.011773764258555133,0.4337404580152671
2020-07-02,4.2,20.2,0.002,0.009,0.019,0.27
2020-07-03,3.5,11.7,0,0.013,0.011,0.19
2020-07-04,0,14.3,4.3e-4,0.013,0.014,0.26
2020-07-05,2.1,7.3,0,0.016,0.008,0.17
2020-07-06,1.7,17.5,0,8.7e-4,0.024,0.45
2020-07-08,5,20.4,3.3e-4,8.9e-4,0.013,0.58
2020-07-09,8.3,30.9,0.001,8.9e-4,0.022,0.8
2020-07-10,8.4,25.8,7.4e-4,6e-4,0.013,0.49
2020-07-11,20.4,20.6,5e-4,2.3e-4,0.011,0.76
2020-07-12,12.3,9.9,3.9e-4,0.014,0.006,0.2
2020-07-13,2.4,16.6,9e-5,0.009,0.015,0.21
2020-07-14,3.8,21.9,NA,NA,NA,NA
2020-07-15,8.4,20.6,5.9e-4,0.004,0.024,0.39
2020-07-16,6.7,16.4,6.1e-4,0.002,0.022,0.34
2020-07-17,5.7,11.3,2.2e-4,0.002,0.022,0.34
2020-07-18,0,13.9,6e-4,0.013,0.011,0.32
2020-07-19,4.4,9.9,3.7e-4,0.02,0.003,0.17
2020-07-21,4.8,13,5.2e-4,0.007,0.02,0.2
2020-07-22,9.1,13.1,5.2e-4,0.007,0.023,0.27
2020-07-23,5.7,12.8,0.001,0.008,0.02,0.2
2020-07-24,7.2,16.7,8.3e-4,0.011,0.012,0.18
2020-07-25,11.7,8.4,2.6e-4,0.005,0.007,0.25
2020-07-26,27.1,22.2,2.3e-4,0.006,0.012,0.3
2020-07-27,10,25.6,5.5e-4,0.009,0.014,0.22
2020-07-28,7.1,37.5,3.5e-4,0.019,0.011,0.17
2020-07-30,9.5,43.8,8.3e-4,0.003,0.027,0.3
2020-07-31,15,32.4,5.8e-4,0.002,0.014,0.39
NA,10.98020338983051,16.628999999999994,4.87068345323741e-4,0.010986629422718806,0.012210431654676264,0.36345323741007196
2020-08-02,2.7,13.2,2.6e-4,0.022,0.003,0.16
2020-08-03,6,25.6,0.001,0.009,0.013,0.22
2020-08-04,4.3,10.5,7.2e-4,0.026,0.006,0.13
2020-08-05,6.9,25.6,5.6e-4,0.011,0.019,0.17
2020-08-07,9.4,38.7,7.5e-4,6.9e-4,0.016,NA
2020-08-08,0,4.8,2.1e-4,0.021,0.006,0.14
2020-08-09,1.3,7.3,5.1e-4,0.022,0.006,0.08
2020-08-10,4.2,29.8,7.1e-4,0.005,0.023,0.42
2020-08-12,3,2.5,NA,NA,NA,NA
2020-08-13,3.3,7.8,5.8e-4,0.016,0.006,0.16
2020-08-15,7.2,9.7,3e-4,0.007,0.008,0.22
2020-08-17,2.5,9.1,2e-5,0.017,0.011,0.13
2020-08-18,2.1,9.6,6e-4,0.018,0.006,0.13
2020-08-19,4.7,11.9,6.5e-4,0.011,0.013,0.16
2020-08-23,3.4,6.6,5.8e-4,0.019,0.009,0.19
2020-08-24,0.2,10,0,0.018,0.014,0.13
2020-08-25,1.7,21.8,8.5e-4,0.004,0.022,0.38
2020-08-28,4.2,45.2,1e-4,0.019,0.01,0.13
2020-08-29,8.2,27.7,4.4e-4,0.023,0.004,0.1
2020-08-30,7.8,15.5,0,0.025,0.002,0.12
2020-08-31,7,25.5,0.002,0.018,0.013,0.45
NA,6.397686832740213,12.925392857142855,3.913271028037383e-4,0.018871738317757007,0.008035233644859814,0.18342465753424658
2020-09-02,NA,28,3.3e-4,0.023,0.007,0.08
2020-09-03,10,26.8,0,0.025,0.005,0.09
2020-09-04,6.3,29.2,8.2e-4,0.015,0.013,0.18
2020-09-06,3.3,7,0,0.021,0.004,0.16
2020-09-07,2.2,15,0,0.027,0.005,0.09
2020-09-08,3.6,32.2,4.8e-4,0.021,0.006,0.16
2020-09-09,7.4,19.8,0,0.026,0.005,0.04
2020-09-10,0,15.9,8.1e-4,0.011,0.012,0.19
2020-09-11,0.92,NA,4.4e-4,0.027,0.004,0.05
2020-09-12,0,7.9,6.1e-4,0.017,0.009,0.22
2020-09-13,9.3,4.7,6.4e-4,0.023,0.005,0.08
2020-09-15,5.4,35.1,6.8e-4,0.022,0.01,0.09
2020-09-16,5.5,33.9,6.5e-4,0.025,0.007,0.13
2020-09-17,6.3,6.2,4.9e-4,0.021,0.007,0.15
2020-09-18,3.9,17.6,0.002,0.008,0.014,0.2
2020-09-21,6.6,9.7,4.7e-4,0.017,0.009,0.14
2020-09-22,2.8,28.1,6.1e-4,0.023,0.004,0.13
2020-09-23,0.57,6.8,1.8e-4,0.024,0.004,0.11
2020-09-24,2.3,6.6,4.1e-4,0.026,0.005,0.11
2020-09-25,1.9,6.6,3.3e-4,0.013,0.015,0.29
2020-09-26,6.9,12.4,0.001,0.027,0.004,0.11
2020-09-27,12.4,13.9,1.8e-4,0.03,0.002,0.06
2020-09-28,6.1,14.8,0,0.017,0.009,0.16
2020-09-29,0,11.1,7e-4,0.011,0.009,0.25
2020-09-30,0,3.8,2.1e-4,0.027,0.004,0.2
NA,6.898808193668528,15.897574626865671,4.5835849056603773e-4,0.019945,0.007352188679245282,0.17522641509433964
2020-10-02,4.5,35.3,6.8e-4,0.024,0.004,0.09
2020-10-04,25.4,15.6,1e-4,0.032,0.005,0.2
2020-10-06,8.9,19.9,NA,NA,NA,NA
2020-10-07,4.7,8.6,0.001,0.008,0.011,0.18
2020-10-08,8.1,7.2,0.001,0.019,0.003,0.12
2020-10-09,8.9,8.1,6.8e-4,0.023,0.004,0.06
2020-10-10,8.4,0,4.8e-4,0.028,0.002,0.1
2020-10-11,7.1,8.1,3.1e-4,0.028,0.002,0.03
2020-10-12,0,15.5,0,0.01,0.009,0.24
2020-10-13,7.3,22.7,0,0.017,0.01,0.15
2020-10-14,12,16.2,0,0.017,0.007,0.13
2020-10-17,5.1,0,0,0.02,0.005,0.18
2020-10-18,38.3,7.4,2.2e-4,0.028,0.002,0.03
2020-10-19,4.6,14.1,4.8e-4,0.012,0.01,0.16
2020-10-21,7.1,22.3,2.1e-4,0.014,0.013,0.15
2020-10-22,7.3,15.1,3.9e-4,0.015,0.01,0.17
2020-10-23,4.2,25.4,1.9e-4,0.006,0.014,0.25
2020-10-24,6.7,7.2,0,0.021,0.003,0.18
2020-10-25,5.5,16.6,1e-5,0.027,0.001,0
2020-10-26,3.3,12.1,4.5e-4,0.025,0.002,0.08
2020-10-27,4.5,7.4,1.5e-4,0.024,0.003,0.07
2020-10-28,1.7,16.2,3.8e-4,0.015,0.01,0.17
2020-10-29,4.5,19.7,0,0.021,0.006,0.19
2020-10-31,3.3,12.3,5.9e-4,0.016,0.006,0.06
NA,7.928556876061121,14.947232597623088,3.0502772643253194e-4,0.019372278481012663,0.006749710669077756,0.14
2020-11-02,7.4,23.5,2.1e-4,0.012,0.008,0.15
2020-11-03,6.9,22.9,4.1e-4,0.03,0.003,0.13
2020-11-05,4.2,17.3,6.1e-4,0.021,0.003,0
2020-11-06,10.7,13.9,9.6e-4,0.019,0.005,0.12
2020-11-07,11.9,17.3,5.9e-4,0.023,0.002,0.05
2020-11-09,4.7,17.9,6.8e-4,0.022,0.005,0.13
2020-11-10,10.2,31.6,NA,0.028,0.003,0.07
2020-11-11,2.6,38.4,NA,0.028,0.007,0.11
2020-11-12,15.6,13.8,5.9e-4,0.025,0.004,0.15
2020-11-13,5.7,4.6,9.5e-4,0.025,0.003,0.09
2020-11-14,5.9,2.5,0.001,0.019,0.004,0.11
2020-11-15,5.2,1.3,0.001,0.022,0.004,0.13
2020-11-16,12.4,34,0.002,0.027,0.002,0.05
2020-11-17,2.9,9.4,0.001,0.012,0.004,0.09
2020-11-18,11.6,9.9,1.8e-4,0.017,0.007,0.15
2020-11-19,3.8,35.5,1.5e-4,0.034,0.005,0.18
2020-11-20,15.9,42.6,5.7e-4,0.029,0.004,0.19
2020-11-21,8.7,32.8,7.5e-4,0.017,0.008,0.17
2020-11-23,3.3,0.3,0,0.02,0.008,0.16
2020-11-24,6.8,14.8,6e-4,0.018,0.003,0.06
2020-11-25,5.3,9.1,3e-4,0.018,0.007,0.16
2020-11-26,10.8,22.8,5.9e-4,0.019,0.003,0.11
2020-11-27,5.6,35.8,0.001,0.013,0.01,0.2
2020-11-28,10.3,45.1,0.001,0.014,0.018,0.24
2020-11-29,9,20.3,0.001,0.019,0.002,0.13
2020-11-30,6,9.2,0.004,0.016,0.005,0.09
NA,7.874564007421151,21.345269016697586,7.833474576271185e-4,0.019904921568627453,0.006456411764705885,0.14532416502946952
2020-12-02,NA,29.4,0.002,0.019,0.003,0.05
2020-12-03,NA,20.9,0.002,0.019,0.003,0.11
2020-12-05,1.9,11.7,0.002,0.024,0.007,0.1
2020-12-07,7,25.7,0.003,0.017,0.002,0.1
2020-12-09,2.6,NA,2.7e-4,0.016,0.005,0.09
2020-12-10,11.4,NA,5.3e-4,0.017,0.002,0.1
2020-12-11,0,NA,0.003,0.015,0.006,0.11
2020-12-14,2.2,34,0.001,0.023,0.004,0.1
2020-12-15,0,37.5,0.001,0.03,0.006,0.16
2020-12-16,1.9,29.5,0.001,0.012,0.008,0.15
2020-12-17,0,36.5,0.002,0.015,0.011,0.24
2020-12-18,3.5,11.8,0.002,0.014,0.005,0.06
2020-12-20,0.95,13.4,0.003,0.016,0.003,0.12
2020-12-21,0,16.9,0.001,0.009,0.009,0.18
2020-12-23,3.6,12.7,0.002,0.013,0.002,0.05
2020-12-24,6.9,12.3,0.002,0.017,0.002,0.07
2020-12-25,4.8,11.6,0.003,0.015,0.001,0.04
2020-12-26,0,7.2,0.003,0.019,0.003,0.11
2020-12-27,7.8,13.5,0.003,0.028,0.003,0.09
2020-12-28,6.8,19,0.003,0.017,0.001,0.01
2020-12-29,0,15.8,0.003,0.014,0.002,0.12
2020-12-30,4.3,9.2,0.004,0.015,0.004,0.12
2020-12-31,2.7,16,0.004,0.01,0.003,0.13
NA,4.99806,17.684545454545454,0.002037198443579765,0.01531410852713178,0.005104031007751937,0.1162984496124031
